∆T,K (min),n,Área da bacia,HUI,,HU 1 cm ; 30',HU 1 mm ; 30',Verificação de Pu = 1mm   ↑,Precipitação,Ia,Pacum,CN,S,Pefacum,Pef intervalo,Q simulado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Verificação de Pe ↑,,
min,,,km²,u (t) --> cm/min,u(t) --> m³/s,m³/s,m³/s,,mm,mm,mm,-,mm,mm,mm,m³/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"10,00","28,58","41,3451","0,000","0,000",0,0,,"5,972","10,903","10,903","27,888","656,789","0,000","0,000","0,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,000",,,Qp (m³/s)
30,,,,"0,000","0,000","0,000","0,000",,"0,901",,"11,804",,,"0,001","0,001","0,000","0,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,000",,,"3,622"
60,,,,"0,000","0,000","0,000","0,000",,"0,242",,"12,046",,,"0,002","0,001","0,000","0,000","0,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,000",,,
90,,,,"0,000","0,000","0,000","0,000",,"2,660",,"14,707",,,"0,022","0,020","0,000","0,000","0,000","0,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,000",,,
120,,,,"0,000","0,033","0,017","0,002",,"2,134",,"16,841",,,"0,053","0,031","0,000","0,000","0,000","0,000","0,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,000",,,
150,,,,"0,000","0,770","0,402","0,040",,"1,183",,"18,024",,,"0,076","0,023","0,000","0,000","0,000","0,000","0,000","0,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,000",,,
180,,,,"0,001","5,853","3,312","0,331",,"1,639",,"19,663",,,"0,115","0,039","0,000","0,000","0,000","0,000","0,000","0,000","0,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,000",,,
210,,,,"0,003","20,452","13,153","1,315",,"3,015",,"22,678",,,"0,207","0,092","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,000",,,
240,,,,"0,006","40,471","30,461","3,046","1,000","1,660",,"24,338",,,"0,269","0,062","0,000","0,002","0,000","0,001","0,000","0,000","0,000","0,000","0,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,003","1,695",,
270,,,,"0,008","51,871","46,171","4,617",,"3,739",,"28,077",,,"0,438","0,168","0,000","0,004","0,001","0,007","0,001","0,000","0,000","0,000","0,000","0,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,013",,,
300,,,,"0,007","47,199","49,535","4,953",,"2,308",,"30,385",,,"0,561","0,124","0,000","0,006","0,002","0,026","0,010","0,001","0,000","0,000","0,000","0,000","0,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,046",,,
330,,,,"0,005","32,551","39,875","3,987",,"1,357",,"31,741",,,"0,641","0,080","0,000","0,006","0,003","0,061","0,041","0,008","0,002","0,000","0,000","0,000","0,000","0,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,121",,,
360,,,,"0,003","17,857","25,204","2,520",,"1,529",,"33,270",,,"0,737","0,096","0,000","0,005","0,004","0,092","0,095","0,030","0,013","0,004","0,000","0,000","0,000","0,000","0,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,243",,,
390,,,,"0,001","8,083","12,970","1,297",,"2,152",,"35,423",,,"0,882","0,146","0,000","0,003","0,003","0,099","0,145","0,071","0,051","0,030","0,002","0,000","0,000","0,000","0,000","0,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,404",,,
420,,,,"0,000","3,106","5,595","0,559",,"1,221",,"36,644",,,"0,971","0,088","0,000","0,002","0,002","0,079","0,155","0,107","0,119","0,121","0,021","0,007","0,000","0,000","0,000","0,000","0,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,612",,,
450,,,,"0,000","1,037","2,072","0,207",,"1,420",,"38,064",,,"1,079","0,108","0,000","0,001","0,001","0,050","0,125","0,115","0,180","0,281","0,081","0,056","0,005","0,000","0,000","0,000","0,000","0,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,894",,,
480,,,,"0,000","0,306","0,671","0,067",,"5,332",,"43,396",,,"1,532","0,453","0,000","0,000","0,000","0,026","0,079","0,092","0,193","0,425","0,189","0,221","0,041","0,003","0,000","0,000","0,000","0,000","0,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,270",,,
510,,,,"0,000","0,081","0,194","0,019",,"0,194",,"43,590",,,"1,550","0,018","0,000","0,000","0,000","0,011","0,041","0,058","0,155","0,456","0,286","0,513","0,163","0,026","0,004","0,000","0,000","0,000","0,000","0,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,713",,,
540,,,,"0,000","0,020","0,050","0,005",,"0,115",,"43,705",,,"1,560","0,011","0,000","0,000","0,000","0,004","0,018","0,030","0,098","0,367","0,307","0,777","0,377","0,105","0,032","0,006","0,000","0,000","0,000","0,000","0,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,120",,,
570,,,,"0,000","0,004","0,012","0,001",,"0,000",,"43,705",,,"1,560","0,000","0,000","0,000","0,000","0,001","0,006","0,013","0,050","0,232","0,247","0,834","0,571","0,242","0,126","0,048","0,004","0,000","0,000","0,000","0,000","0,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,375",,,
600,,,,"0,000","0,001","0,003","0,000",,"0,000",,"43,705",,,"1,560","0,000","0,000","0,000","0,000","0,000","0,002","0,005","0,022","0,119","0,156","0,671","0,612","0,367","0,292","0,192","0,029","0,004","0,001","0,000","0,000","0,000","0,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,473",,,
630,,,,"0,000","0,000","0,001","0,000",,"0,000",,"43,705",,,"1,560","0,000","0,000","0,000","0,000","0,000","0,001","0,002","0,008","0,052","0,080","0,424","0,493","0,394","0,442","0,444","0,116","0,036","0,018","0,000","0,000","0,000","0,000","0,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,510",,,
660,,,,"0,000","0,000","0,000","0,000",,"0,000",,"43,705",,,"1,560","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,003","0,019","0,035","0,218","0,312","0,317","0,475","0,673","0,269","0,142","0,150","0,001","0,000","0,000","0,000","0,000","0,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,614",,,
690,,,,"0,000","0,000","0,000","0,000",,"0,000",,"43,705",,,"1,560","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,001","0,006","0,013","0,094","0,160","0,201","0,382","0,722","0,408","0,328","0,596","0,006","0,000","0,000","0,000","0,000","0,000","0,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,918",,,
720,,,,"0,000","0,000","0,000","0,000",,"0,000",,"43,705",,,"1,560","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,002","0,004","0,035","0,069","0,103","0,242","0,581","0,438","0,498","1,380","0,024","0,004","0,000","0,000","0,000","0,000","0,000","0,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,379",,,
750,,,,"0,000","0,000","0,000","0,000",,"0,000",,"43,705",,,"1,560","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,001","0,011","0,026","0,045","0,124","0,367","0,352","0,534","2,092","0,055","0,014","0,000","0,000","0,000","0,000","0,000","0,000","0,000",,,,,,,,,,,,,,,,,,,,,,,,,,,"3,622",,,
780,,,,"0,000","0,000","0,000","0,000",,"0,000",,"43,705",,,"1,560","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,003","0,008","0,016","0,054","0,189","0,223","0,430","2,244","0,083","0,032","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000",,,,,,,,,,,,,,,,,,,,,,,,,,"3,283",,,
810,,,,"0,000","0,000","0,000","0,000",,"0,000",,"43,705",,,"1,560","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,001","0,002","0,005","0,020","0,082","0,115","0,272","1,807","0,089","0,049","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000",,,,,,,,,,,,,,,,,,,,,,,,,"2,441",,,
840,,,,"0,000","0,000","0,000","0,000",,"0,000",,"43,705",,,"1,560","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,001","0,002","0,006","0,030","0,049","0,140","1,142","0,071","0,053","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000",,,,,,,,,,,,,,,,,,,,,,,,"1,494",,,
870,,,,"0,000","0,000","0,000","0,000",,"0,000",,"43,705",,,"1,560","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,002","0,010","0,018","0,060","0,588","0,045","0,042","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000",,,,,,,,,,,,,,,,,,,,,,,"0,766",,,
900,,,,"0,000","0,000","0,000","0,000",,"0,019",,"43,724",,,"1,562","0,002","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,003","0,006","0,022","0,253","0,023","0,027","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000",,,,,,,,,,,,,,,,,,,,,,"0,335",,,
930,,,,"0,000","0,000","0,000","0,000",,"0,000",,"43,724",,,"1,562","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,001","0,002","0,007","0,094","0,010","0,014","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000",,,,,,,,,,,,,,,,,,,,,"0,128",,,
960,,,,"0,000","0,000","0,000","0,000",,"0,382",,"44,106",,,"1,598","0,036","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,002","0,030","0,004","0,006","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000",,,,,,,,,,,,,,,,,,,,"0,043",,,
990,,,,"0,000","0,000","0,000","0,000",,"0,312",,"44,418",,,"1,627","0,029","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,001","0,009","0,001","0,002","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000",,,,,,,,,,,,,,,,,,,"0,013",,,
1020,,,,"0,000","0,000","0,000","0,000",,"0,130",,"44,549",,,"1,640","0,012","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,002","0,000","0,001","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000",,,,,,,,,,,,,,,,,,"0,004",,,
1050,,,,"0,000","0,000","0,000","0,000",,"0,000",,"44,549",,,"1,640","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,001","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000",,,,,,,,,,,,,,,,,"0,001",,,
1080,,,,"0,000","0,000","0,000","0,000",,"0,000",,"44,549",,,"1,640","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,001","0,000","0,000","0,000","0,000","0,000","0,000",,,,,,,,,,,,,,,,"0,001",,,
1110,,,,"0,000","0,000","0,000","0,000",,"0,127",,"44,676",,,"1,652","0,012","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,002","0,000","0,001","0,000","0,000","0,000","0,000","0,000",,,,,,,,,,,,,,,"0,004",,,
1140,,,,"0,000","0,000","0,000","0,000",,"0,000",,"44,676",,,"1,652","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,005","0,000","0,012","0,001","0,000","0,000","0,000","0,000","0,000",,,,,,,,,,,,,,"0,018",,,
1170,,,,"0,000","0,000","0,000","0,000",,"0,000",,"44,676",,,"1,652","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,008","0,000","0,047","0,010","0,000","0,000","0,000","0,000","0,000","0,000",,,,,,,,,,,,,"0,065",,,
1200,,,,"0,000","0,000","0,000","0,000",,"0,000",,"44,676",,,"1,652","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,009","0,000","0,109","0,039","0,004","0,000","0,000","0,000","0,000","0,000","0,000",,,,,,,,,,,,"0,160",,,
1230,,,,"0,000","0,000","0,000","0,000",,"0,011",,"44,687",,,"1,653","0,001","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,007","0,000","0,165","0,090","0,016","0,000","0,000","0,000","0,000","0,000","0,000","0,000",,,,,,,,,,,"0,278",,,
1260,,,,"0,000","0,000","0,000","0,000",,"0,000",,"44,687",,,"1,653","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,004","0,000","0,177","0,136","0,038","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000",,,,,,,,,,"0,356",,,
1290,,,,"0,000","0,000","0,000","0,000",,"0,037",,"44,725",,,"1,656","0,004","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,002","0,000","0,142","0,146","0,057","0,000","0,000","0,004","0,000","0,000","0,000","0,000","0,000","0,000",,,,,,,,,"0,352",,,
1320,,,,"0,000","0,000","0,000","0,000",,"0,127",,"44,852",,,"1,669","0,012","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,001","0,000","0,090","0,118","0,061","0,000","0,000","0,016","0,000","0,000","0,000","0,000","0,000","0,000","0,000",,,,,,,,"0,286",,,
1350,,,,"0,000","0,000","0,000","0,000",,"0,134",,"44,986",,,"1,681","0,013","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,046","0,074","0,049","0,000","0,000","0,037","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000",,,,,,,"0,207",,,
1380,,,,"0,000","0,000","0,000","0,000",,"0,008",,"44,993",,,"1,682","0,001","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,020","0,038","0,031","0,000","0,000","0,056","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000",,,,,,"0,146",,,
1410,,,,"0,000","0,000","0,000","0,000",,"0,000",,"44,993",,,"1,682","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,007","0,016","0,016","0,000","0,000","0,060","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000",,,,,"0,100",,,
1440,,,,"0,000","0,000","0,000","0,000",,"0,000",,"44,993",,,"1,682","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,002","0,006","0,007","0,000","0,000","0,048","0,000","0,000","0,000","0,001","0,000","0,000","0,000","0,000","0,000","0,000","0,000",,,,"0,065",,,
1470,,,,"0,000","0,000","0,000","0,000",,"0,127",,"45,121",,,"1,694","0,012","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,001","0,002","0,003","0,000","0,000","0,031","0,000","0,000","0,000","0,003","0,000","0,001","0,000","0,000","0,000","0,000","0,000","0,000",,,"0,041",,,
1500,,,,"0,000","0,000","0,000","0,000",,"0,000",,"45,121",,,"1,694","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,001","0,001","0,000","0,000","0,016","0,000","0,000","0,000","0,005","0,000","0,005","0,004","0,001","0,000","0,000","0,000","0,000","0,000",,"0,031",,,
1530,,,,"0,000","0,000","0,000","0,000",,"0,011",,"45,132",,,"1,695","0,001","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,007","0,000","0,000","0,000","0,005","0,000","0,011","0,016","0,004","0,000","0,000","0,000","0,000","0,000","0,000","0,044",,,
1560,,,,"0,000","0,000","0,000","0,000",,,,,,,,,"0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,003","0,000","0,000","0,000","0,004","0,000","0,016","0,037","0,017","0,000","0,000","0,000","0,000","0,000","0,000","0,078",,,
1590,,,,"0,000","0,000","0,000","0,000",,,,,,,,,"0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,001","0,000","0,000","0,000","0,003","0,000","0,018","0,056","0,039","0,001","0,000","0,000","0,000","0,000","0,000","0,118",,,
1620,,,,"0,000","0,000","0,000","0,000",,,,,,,,,"0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,001","0,000","0,014","0,060","0,059","0,002","0,000","0,000","0,000","0,000","0,000","0,138",,,
1650,,,,"0,000","0,000","0,000","0,000",,,,,,,,,"0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,001","0,000","0,009","0,049","0,064","0,003","0,000","0,000","0,004","0,000","0,000","0,129",,,
1680,,,,"0,000","0,000","0,000","0,000",,,,,,,,,"0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,005","0,031","0,051","0,004","0,000","0,000","0,016","0,000","0,000","0,107",,,
1710,,,,"0,000","0,000","0,000","0,000",,,,,,,,,"0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,002","0,016","0,032","0,003","0,000","0,000","0,037","0,000","0,000","0,091",,,
1740,,,,"0,000","0,000","0,000","0,000",,,,,,,,,"0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,001","0,007","0,017","0,002","0,000","0,000","0,057","0,000","0,001","0,084",,,
1770,,,,"0,000","0,000","0,000","0,000",,,,,,,,,"0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,003","0,007","0,001","0,000","0,000","0,061","0,000","0,003","0,075",,,
1800,,,,"0,000","0,000","0,000","0,000",,,,,,,,,"0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,001","0,003","0,000","0,000","0,000","0,049","0,000","0,005","0,058",,,
1830,,,,"0,000","0,000","0,000","0,000",,,,,,,,,"0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,001","0,000","0,000","0,000","0,031","0,000","0,005","0,037",,,
